Unnamed: 0,Date,Open,High,Low,Close,Volume
0,2024-02-05 09:15:00,3442.15,3442.15,3411.3,3432.2,44400
1,2024-02-05 09:30:00,3438.2,3452.2,3438.2,3447.75,25200
2,2024-02-05 09:45:00,3446.8,3449.0,3439.6,3441.6,10400
3,2024-02-05 10:00:00,3441.6,3444.15,3432.75,3433.3,14800
4,2024-02-05 10:15:00,3431.9,3437.75,3425.45,3435.4,16400
5,2024-02-05 10:30:00,3434.4,3435.2,3411.15,3412.2,19200
6,2024-02-05 10:45:00,3408.95,3411.95,3390.45,3398.7,28400
7,2024-02-05 11:00:00,3397.15,3397.9,3355.85,3355.85,62400
8,2024-02-05 11:15:00,3354.9,3362.55,3305.3,3329.55,102400
9,2024-02-05 11:30:00,3328.65,3338.55,3303.05,3305.7,46800
10,2024-02-05 11:45:00,3302.6,3329.8,3302.6,3316.35,39200
11,2024-02-05 12:00:00,3315.45,3318.15,3306.1,3318.15,19200
12,2024-02-05 12:15:00,3316.0,3318.05,3288.05,3288.95,28800
13,2024-02-05 12:30:00,3281.4,3290.6,3276.15,3276.25,40400
14,2024-02-05 12:45:00,3273.25,3280.35,3263.55,3276.2,39200
15,2024-02-05 13:00:00,3274.95,3287.35,3272.1,3277.05,34000
16,2024-02-05 13:15:00,3278.15,3292.1,3274.9,3287.9,32400
17,2024-02-05 13:30:00,3292.2,3314.75,3291.95,3305.2,24800
18,2024-02-05 13:45:00,3304.1,3318.1,3304.1,3316.6,11200
19,2024-02-05 14:00:00,3316.6,3317.05,3306.3,3310.6,12400
20,2024-02-05 14:15:00,3312.35,3314.2,3307.75,3311.95,8400
21,2024-02-05 14:30:00,3311.4,3311.4,3281.0,3285.7,22000
22,2024-02-05 14:45:00,3282.1,3285.95,3270.6,3271.65,36000
23,2024-02-05 15:00:00,3274.45,3306.4,3274.45,3290.25,48800
24,2024-02-05 15:15:00,3290.2,3294.8,3280.45,3286.8,43600
25,2024-02-06 09:15:00,3313.9,3349.3,3287.9,3299.5,60400
26,2024-02-06 09:30:00,3297.2,3328.95,3297.2,3328.95,18800
