Unnamed: 0,Date,Open,High,Low,Close,Volume
0,2025-01-31 09:19:00,1472.85,1482.6,1468.8,1475.0,3750
1,2025-01-31 09:30:00,1475.0,1480.0,1470.05,1475.0,2625
2,2025-01-31 09:45:00,1471.95,1472.6,1471.8,1471.8,1875
3,2025-01-31 10:00:00,1465.0,1465.0,1460.2,1461.1,3000
4,2025-01-31 10:15:00,1462.85,1462.85,1425.0,1453.0,3375
5,2025-01-31 10:30:00,1453.0,1455.0,1441.05,1454.95,1875
6,2025-01-31 10:45:00,1449.15,1453.4,1447.15,1451.4,2625
7,2025-01-31 11:00:00,1452.5,1459.8,1447.8,1459.8,3750
8,2025-01-31 11:15:00,1455.0,1455.0,1447.9,1447.9,750
9,2025-01-31 11:30:00,1444.45,1444.45,1444.15,1444.15,750
10,2025-01-31 11:45:00,1454.65,1454.65,1454.65,1454.65,375
11,2025-01-31 12:00:00,1444.2,1451.85,1444.2,1451.85,750
12,2025-01-31 12:15:00,1453.55,1453.55,1453.55,1453.55,375
13,2025-01-31 12:30:00,1453.55,1453.55,1453.55,1453.55,0
14,2025-01-31 12:45:00,1445.05,1445.05,1445.05,1445.05,375
15,2025-01-31 13:00:00,1439.35,1439.95,1433.6,1434.75,4125
16,2025-01-31 13:15:00,1433.8,1435.0,1430.7,1434.95,4125
17,2025-01-31 13:30:00,1434.95,1435.0,1430.75,1434.1,3000
18,2025-01-31 13:45:00,1434.85,1435.0,1431.1,1431.2,2625
19,2025-01-31 14:00:00,1434.85,1434.85,1432.55,1432.55,750
20,2025-01-31 14:15:00,1434.45,1437.0,1432.1,1434.4,3000
21,2025-01-31 14:30:00,1432.3,1435.0,1431.05,1431.05,6000
22,2025-01-31 14:45:00,1432.8,1448.45,1432.8,1442.8,4875
23,2025-01-31 15:00:00,1448.4,1458.75,1435.0,1445.6,13500
24,2025-01-31 15:15:00,1458.75,1459.0,1442.1,1459.0,10125
25,2025-02-01 09:15:00,1474.85,1474.85,1458.05,1461.35,1500
