,Date,Open,High,Low,Close,Volume
359,20250204  14:56:00,50156.0,50166.5,50139.5,50156.5,0
360,20250204  14:58:00,50163.0,50199.0,50148.0,50167.5,0
361,20250204  15:00:00,50167.0,50203.0,50137.0,50170.0,0
362,20250204  15:02:00,50172.5,50180.0,50148.5,50169.0,0
363,20250204  15:04:00,50170.0,50199.5,50142.0,50142.5,0
364,20250204  15:06:00,50147.0,50180.5,50146.0,50172.5,0
365,20250204  15:08:00,50177.5,50189.0,50164.5,50187.0,0
366,20250204  15:10:00,50184.0,50191.5,50134.0,50139.0,0
367,20250204  15:12:00,50140.0,50181.0,50138.5,50179.5,0
368,20250204  15:14:00,50178.5,50199.5,50139.0,50148.5,0
369,20250204  15:16:00,50148.5,50157.5,50116.0,50141.5,0
370,20250204  15:18:00,50140.5,50151.0,50119.0,50135.0,0
371,20250204  15:20:00,50133.5,50147.0,50119.0,50137.5,0
372,20250204  15:22:00,50137.0,50152.5,50129.5,50141.5,0
373,20250204  15:24:00,50143.0,50144.5,50103.0,50113.0,0
374,20250204  15:26:00,50113.5,50116.5,50089.0,50099.5,0
375,20250204  15:28:00,50106.5,50134.5,50083.5,50111.5,0
376,20250205  09:15:00,50400.5,50401.0,50291.0,50293.5,0
377,20250205  09:16:00,50289.5,50385.5,50282.5,50380.5,0
378,20250205  09:18:00,50372.5,50395.0,50359.0,50384.0,0
379,20250205  09:20:00,50382.0,50384.0,50316.0,50331.5,0
380,20250205  09:22:00,50331.0,50361.5,50307.5,50348.0,0
381,20250205  09:24:00,50353.0,50369.0,50308.0,50316.0,0
382,20250205  09:26:00,50318.0,50358.0,50308.5,50358.0,0
383,20250205  09:28:00,50358.0,50360.0,50326.5,50328.0,0
384,20250205  09:30:00,50327.5,50335.5,50284.5,50314.0,0
385,20250205  09:32:00,50316.5,50318.5,50250.5,50255.5,0
386,20250205  09:34:00,50257.5,50272.0,50216.5,50266.5,0
387,20250205  09:36:00,50266.0,50336.5,50262.0,50335.5,0
388,20250205  09:38:00,50335.0,50344.5,50302.5,50344.5,0
389,20250205  09:40:00,50343.0,50402.5,50341.5,50397.5,0
390,20250205  09:42:00,50396.0,50450.5,50394.0,50445.5,0
391,20250205  09:44:00,50436.0,50472.5,50435.5,50467.0,0
392,20250205  09:46:00,50462.0,50464.0,50432.5,50445.0,0
393,20250205  09:48:00,50446.0,50463.0,50439.0,50463.0,0
394,20250205  09:50:00,50462.5,50479.5,50435.0,50444.0,0
395,20250205  09:52:00,50443.5,50449.5,50420.0,50435.5,0
396,20250205  09:54:00,50434.0,50443.0,50412.0,50416.5,0
397,20250205  09:56:00,50415.0,50423.5,50391.0,50412.0,0
398,20250205  09:58:00,50414.5,50447.5,50412.0,50442.0,0
399,20250205  10:00:00,50448.5,50473.5,50428.5,50438.5,0
400,20250205  10:02:00,50438.5,50440.0,50391.5,50393.5,0
401,20250205  10:04:00,50397.5,50402.0,50360.5,50369.5,0
402,20250205  10:06:00,50372.5,50410.0,50369.5,50408.0,0
