,Date,Open,High,Low,Close,Volume
3048,20250225  10:34:00,22568.0,22580.3,22568.0,22577.25,0
3049,20250225  10:36:00,22577.65,22586.25,22575.8,22584.1,0
3050,20250225  10:38:00,22584.9,22594.0,22584.9,22586.45,0
3051,20250225  10:40:00,22586.75,22587.95,22580.55,22581.85,0
3052,20250225  10:42:00,22581.3,22588.9,22577.8,22586.0,0
3053,20250225  10:44:00,22587.1,22587.1,22579.75,22581.6,0
3054,20250225  10:46:00,22581.35,22585.7,22569.75,22570.8,0
3055,20250225  10:48:00,22570.85,22575.35,22561.5,22565.05,0
3056,20250225  10:50:00,22566.55,22569.2,22560.7,22560.95,0
3057,20250225  10:52:00,22561.15,22567.25,22558.9,22562.95,0
3058,20250225  10:54:00,22563.35,22565.7,22561.15,22563.5,0
3059,20250225  10:56:00,22563.4,22573.2,22561.7,22564.85,0
3060,20250225  10:58:00,22565.15,22565.15,22559.0,22563.5,0
3061,20250225  11:00:00,22564.25,22564.5,22555.5,22558.6,0
3062,20250225  11:02:00,22559.25,22561.05,22555.15,22558.6,0
3063,20250225  11:04:00,22559.75,22565.55,22557.6,22563.55,0
3064,20250225  11:06:00,22564.3,22566.3,22558.5,22564.2,0
3065,20250225  11:08:00,22564.5,22566.45,22560.55,22563.65,0
3066,20250225  11:10:00,22563.95,22567.05,22561.95,22564.2,0
3067,20250225  11:12:00,22564.1,22569.25,22563.3,22565.85,0
3068,20250225  11:14:00,22565.9,22568.8,22562.15,22567.65,0
3069,20250225  11:16:00,22567.5,22569.2,22565.0,22566.75,0
3070,20250225  11:18:00,22566.45,22566.45,22561.0,22563.95,0
3071,20250225  11:20:00,22564.2,22566.5,22559.3,22561.15,0
3072,20250225  11:22:00,22561.25,22562.65,22556.3,22560.3,0
3073,20250225  11:24:00,22560.45,22560.95,22554.6,22558.7,0
3074,20250225  11:26:00,22558.6,22559.8,22555.0,22557.95,0
3075,20250225  11:28:00,22557.25,22558.75,22550.65,22553.0,0
3076,20250225  11:30:00,22553.05,22555.3,22544.85,22548.5,0
3077,20250225  11:32:00,22548.6,22552.45,22547.6,22551.8,0
3078,20250225  11:34:00,22551.9,22556.4,22550.2,22555.9,0
3079,20250225  11:36:00,22556.1,22565.5,22555.9,22561.05,0
3080,20250225  11:38:00,22561.0,22565.95,22559.65,22564.35,0
3081,20250225  11:40:00,22564.55,22568.7,22560.15,22567.9,0
3082,20250225  11:42:00,22568.05,22568.7,22564.2,22565.15,0
3083,20250225  11:44:00,22565.65,22573.4,22563.8,22572.8,0
3084,20250225  11:46:00,22572.05,22573.6,22564.85,22567.8,0
3085,20250225  11:48:00,22566.55,22567.35,22557.35,22557.6,0
3086,20250225  11:50:00,22557.75,22560.7,22556.45,22557.35,0
3087,20250225  11:52:00,22558.15,22560.15,22557.25,22559.4,0
3088,20250225  11:54:00,22558.85,22561.65,22555.8,22558.6,0
3089,20250225  11:56:00,22558.7,22563.9,22557.85,22561.75,0
3090,20250225  11:58:00,22561.9,22563.2,22558.3,22559.45,0
3091,20250225  12:00:00,22559.2,22561.2,22554.9,22556.8,0
3092,20250225  12:02:00,22556.85,22558.2,22553.0,22557.75,0
3093,20250225  12:04:00,22557.4,22563.5,22557.2,22563.1,0
3094,20250225  12:06:00,22562.2,22570.85,22562.15,22569.4,0
3095,20250225  12:08:00,22569.55,22573.05,22566.65,22571.3,0
3096,20250225  12:10:00,22571.45,22575.45,22567.85,22574.3,0
3097,20250225  12:12:00,22574.55,22581.15,22572.75,22578.05,0
3098,20250225  12:14:00,22577.45,22578.9,22572.15,22573.35,0
3099,20250225  12:16:00,22573.45,22590.3,22573.4,22581.2,0
3100,20250225  12:18:00,22581.75,22582.9,22577.55,22577.7,0
3101,20250225  12:20:00,22577.1,22580.35,22572.25,22574.95,0
3102,20250225  12:22:00,22574.85,22578.85,22572.1,22575.4,0
3103,20250225  12:24:00,22575.35,22576.9,22572.3,22575.45,0
3104,20250225  12:26:00,22576.1,22581.35,22574.55,22578.1,0
3105,20250225  12:28:00,22577.95,22586.35,22576.85,22578.3,0
3106,20250225  12:30:00,22577.95,22578.25,22570.5,22571.55,0
3107,20250225  12:32:00,22571.05,22575.4,22569.5,22572.15,0
3108,20250225  12:34:00,22572.55,22575.5,22570.7,22572.6,0
3109,20250225  12:36:00,22572.15,22575.05,22567.65,22572.45,0
3110,20250225  12:38:00,22571.3,22573.25,22566.75,22569.0,0
3111,20250225  12:40:00,22568.6,22571.75,22566.05,22569.7,0
3112,20250225  12:42:00,22569.45,22571.35,22567.6,22568.1,0
3113,20250225  12:44:00,22567.9,22570.5,22566.1,22568.5,0
3114,20250225  12:46:00,22568.0,22572.2,22567.3,22569.3,0
3115,20250225  12:48:00,22569.7,22572.95,22568.55,22571.15,0
3116,20250225  12:50:00,22571.3,22574.2,22569.2,22570.95,0
3117,20250225  12:52:00,22570.25,22572.45,22566.95,22570.85,0
3118,20250225  12:54:00,22570.55,22575.6,22568.55,22575.1,0
3119,20250225  12:56:00,22574.8,22580.9,22572.5,22576.35,0
3120,20250225  12:58:00,22575.65,22578.85,22572.45,22574.0,0
3121,20250225  13:00:00,22573.95,22578.2,22573.8,22575.2,0
3122,20250225  13:02:00,22574.45,22578.9,22574.45,22576.0,0
3123,20250225  13:04:00,22576.1,22578.15,22573.85,22574.7,0
3124,20250225  13:06:00,22575.1,22589.65,22573.85,22588.8,0
3125,20250225  13:08:00,22587.95,22596.4,22587.9,22596.25,0
3126,20250225  13:10:00,22594.25,22600.4,22591.85,22595.15,0
3127,20250225  13:12:00,22595.6,22599.75,22591.8,22595.3,0
3128,20250225  13:14:00,22594.6,22596.75,22589.2,22591.7,0
3129,20250225  13:16:00,22590.85,22595.35,22587.65,22589.25,0
3130,20250225  13:18:00,22588.95,22590.25,22581.35,22581.35,0
3131,20250225  13:20:00,22580.7,22584.55,22576.95,22578.85,0
3132,20250225  13:22:00,22578.35,22581.15,22573.75,22579.2,0
3133,20250225  13:24:00,22578.7,22582.85,22572.3,22574.7,0
3134,20250225  13:26:00,22573.9,22576.55,22571.25,22575.05,0
3135,20250225  13:28:00,22574.65,22577.95,22573.95,22577.2,0
3136,20250225  13:30:00,22577.8,22582.45,22575.45,22578.75,0
3137,20250225  13:32:00,22578.55,22583.85,22578.35,22582.7,0
3138,20250225  13:34:00,22582.75,22587.7,22581.55,22584.4,0
3139,20250225  13:36:00,22584.35,22586.95,22578.35,22581.85,0
3140,20250225  13:38:00,22581.7,22588.85,22581.6,22585.25,0
3141,20250225  13:40:00,22584.65,22588.5,22582.95,22587.1,0
3142,20250225  13:42:00,22586.55,22590.9,22583.65,22585.3,0
3143,20250225  13:44:00,22584.9,22589.0,22582.9,22586.45,0
3144,20250225  13:46:00,22587.0,22591.95,22586.6,22590.9,0
3145,20250225  13:48:00,22590.65,22595.2,22588.9,22589.9,0
3146,20250225  13:50:00,22589.4,22595.9,22586.25,22592.25,0
3147,20250225  13:52:00,22591.3,22593.0,22585.7,22590.1,0
3148,20250225  13:54:00,22590.65,22591.65,22580.3,22582.3,0
3149,20250225  13:56:00,22582.45,22586.4,22577.6,22581.0,0
3150,20250225  13:58:00,22581.35,22582.8,22577.5,22582.15,0
3151,20250225  14:00:00,22582.55,22588.7,22582.55,22585.5,0
3152,20250225  14:02:00,22585.1,22590.65,22583.6,22590.6,0
3153,20250225  14:04:00,22589.7,22591.0,22579.05,22582.45,0
3154,20250225  14:06:00,22581.15,22585.7,22578.35,22582.0,0
3155,20250225  14:08:00,22582.15,22584.45,22580.2,22582.75,0
3156,20250225  14:10:00,22581.2,22584.2,22576.9,22579.9,0
3157,20250225  14:12:00,22579.8,22584.8,22575.1,22581.35,0
3158,20250225  14:14:00,22580.65,22584.45,22580.1,22581.75,0
3159,20250225  14:16:00,22581.7,22584.5,22581.1,22582.45,0
3160,20250225  14:18:00,22582.35,22585.25,22575.8,22577.35,0
3161,20250225  14:20:00,22577.1,22581.05,22573.95,22578.8,0
3162,20250225  14:22:00,22577.9,22582.55,22577.5,22578.55,0
3163,20250225  14:24:00,22578.25,22582.15,22576.7,22580.85,0
3164,20250225  14:26:00,22580.95,22583.0,22578.8,22581.0,0
3165,20250225  14:28:00,22581.3,22585.4,22580.05,22581.7,0
3166,20250225  14:30:00,22582.3,22585.6,22579.3,22580.65,0
3167,20250225  14:32:00,22579.65,22584.85,22577.8,22582.0,0
