Unnamed: 0,Date,Open,High,Low,Close,Volume
0,2024-02-05 09:15:00,2681.4,2739.75,2679.25,2731.4,69500
1,2024-02-05 09:30:00,2731.05,2759.55,2731.05,2756.5,65000
2,2024-02-05 09:45:00,2750.8,2780.75,2750.8,2778.85,58500
3,2024-02-05 10:00:00,2779.0,2793.35,2773.9,2788.1,38000
4,2024-02-05 10:15:00,2789.25,2796.6,2779.35,2790.1,26500
5,2024-02-05 10:30:00,2791.3,2803.65,2788.2,2796.3,23500
6,2024-02-05 10:45:00,2796.65,2808.9,2794.0,2808.9,20500
7,2024-02-05 11:00:00,2805.5,2815.75,2796.6,2809.4,21000
8,2024-02-05 11:15:00,2812.45,2816.65,2809.7,2816.65,22000
9,2024-02-05 11:30:00,2815.75,2821.15,2815.75,2817.75,20000
10,2024-02-05 11:45:00,2820.9,2821.4,2807.1,2810.3,13500
11,2024-02-05 12:00:00,2806.9,2811.9,2802.6,2811.4,11000
12,2024-02-05 12:15:00,2806.1,2814.55,2805.15,2809.75,9000
13,2024-02-05 12:30:00,2809.7,2810.8,2770.25,2781.9,28000
14,2024-02-05 12:45:00,2780.8,2782.35,2772.8,2776.25,12500
15,2024-02-05 13:00:00,2781.95,2781.95,2772.0,2774.45,9500
16,2024-02-05 13:15:00,2769.4,2775.9,2769.4,2771.25,6500
17,2024-02-05 13:30:00,2770.85,2774.65,2770.85,2772.35,6500
18,2024-02-05 13:45:00,2775.95,2784.95,2775.95,2783.1,4500
19,2024-02-05 14:00:00,2781.75,2790.7,2779.65,2789.35,12000
20,2024-02-05 14:15:00,2790.3,2791.35,2783.85,2787.1,10000
21,2024-02-05 14:30:00,2789.0,2789.2,2778.2,2779.2,23000
22,2024-02-05 14:45:00,2780.15,2781.5,2770.7,2775.4,22000
23,2024-02-05 15:00:00,2775.95,2783.95,2773.35,2778.2,18500
24,2024-02-05 15:15:00,2779.2,2780.2,2768.85,2772.75,15000
25,2024-02-06 09:15:00,2763.15,2776.05,2758.7,2760.3,15500
26,2024-02-06 09:30:00,2759.3,2759.3,2747.35,2751.55,11500
27,2024-02-06 09:45:00,2752.45,2763.9,2749.2,2758.2,13000
28,2024-02-06 10:00:00,2761.75,2763.15,2751.8,2762.05,9000
29,2024-02-06 10:15:00,2760.95,2760.95,2751.45,2753.9,8500
30,2024-02-06 10:30:00,2753.35,2753.35,2739.85,2743.0,19000
31,2024-02-06 10:45:00,2739.7,2753.3,2736.2,2753.3,9500
32,2024-02-06 11:00:00,2753.65,2757.4,2740.25,2743.5,9500
33,2024-02-06 11:15:00,2738.3,2747.2,2738.3,2742.7,5000
34,2024-02-06 11:30:00,2744.7,2750.6,2739.65,2739.65,5500
35,2024-02-06 11:45:00,2740.25,2740.25,2736.55,2737.3,3500
36,2024-02-06 12:00:00,2736.45,2739.3,2720.65,2720.65,14500
37,2024-02-06 12:15:00,2722.7,2729.55,2721.0,2729.5,7500
38,2024-02-06 12:30:00,2728.0,2731.1,2723.05,2723.2,6500
39,2024-02-06 12:45:00,2722.15,2729.85,2710.1,2729.85,23500
40,2024-02-06 13:00:00,2726.65,2732.35,2725.95,2729.2,15000
41,2024-02-06 13:15:00,2726.55,2738.2,2726.55,2733.3,8000
42,2024-02-06 13:30:00,2738.6,2742.55,2734.5,2740.65,7500
43,2024-02-06 13:45:00,2739.45,2756.95,2739.1,2753.05,16000
44,2024-02-06 14:00:00,2757.55,2761.75,2755.0,2755.0,13000
45,2024-02-06 14:15:00,2758.35,2763.9,2754.85,2758.25,12500
46,2024-02-06 14:30:00,2756.4,2764.35,2756.4,2757.2,9000
47,2024-02-06 14:45:00,2756.05,2757.05,2741.75,2743.45,22000
48,2024-02-06 15:00:00,2743.85,2747.2,2737.9,2739.25,16000
49,2024-02-06 15:15:00,2742.8,2746.8,2737.25,2746.8,15500
50,2024-02-07 09:15:00,2748.75,2784.95,2748.75,2780.25,20500
51,2024-02-07 09:30:00,2781.65,2784.95,2774.45,2782.05,19000
52,2024-02-07 09:45:00,2782.05,2796.65,2779.7,2790.65,19500
53,2024-02-07 10:00:00,2790.5,2811.25,2790.5,2801.75,41500
54,2024-02-07 10:15:00,2801.75,2810.65,2801.75,2807.0,10500
55,2024-02-07 10:30:00,2806.55,2816.7,2804.05,2813.95,10000
56,2024-02-07 10:45:00,2815.4,2836.7,2813.15,2825.9,24000
57,2024-02-07 11:00:00,2825.9,2831.4,2803.55,2818.05,16000
58,2024-02-07 11:15:00,2815.6,2817.75,2814.15,2817.65,3500
59,2024-02-07 11:30:00,2817.65,2817.65,2806.75,2811.25,12000
60,2024-02-07 11:45:00,2807.95,2814.75,2805.2,2812.3,6500
61,2024-02-07 12:00:00,2811.25,2811.25,2802.4,2803.0,6000
62,2024-02-07 12:15:00,2803.0,2803.0,2783.95,2792.75,7500
63,2024-02-07 12:30:00,2794.65,2794.65,2789.85,2789.85,3000
64,2024-02-07 12:45:00,2790.0,2794.05,2790.0,2794.05,3500
65,2024-02-07 13:00:00,2791.05,2797.9,2791.05,2797.75,2000
66,2024-02-07 13:15:00,2799.15,2805.2,2799.15,2801.25,2500
67,2024-02-07 13:30:00,2797.8,2804.0,2797.8,2804.0,2000
68,2024-02-07 13:45:00,2805.0,2805.0,2794.5,2796.6,3000
69,2024-02-07 14:00:00,2794.0,2799.25,2794.0,2798.6,5500
70,2024-02-07 14:15:00,2795.2,2799.2,2788.65,2788.65,5000
